DATE,SYM_ROOT,symbol,CPrc,OPrc,price_low_m,price_high_m,avg_price_m,total_vol_m,ivol_t,bs_ratio_vol,var_ratio3
2024-01-12,AAPL,AAPL,185.92,186,184.285,186.74,185.80533663,36233839,3.2237596E-9,0.0308178133,0.2243858464
2024-01-16,AAPL,AAPL,183.63,182.23,180.93,190.765,182.69274809,61074501,1.3142122E-8,0.0512350896,0.0079722025
2024-01-17,AAPL,AAPL,182.68,181.18,180.09,191.45,181.73954499,44180258,1.5828748E-8,0.0140434938,0.1074659499
2024-01-18,AAPL,AAPL,188.63,186.01,185.83,196,187.84335084,71543798,1.2881206E-8,0.0174421332,0.0901135307
2024-01-19,AAPL,AAPL,191.56,189.47,182.6073,193.42,190.30722284,63975189,1.6139683E-8,0.1079242033,0.2462192728
2024-01-22,AAPL,AAPL,193.89,192.34,185.22,195.33,194.14382539,54948824,2.0515713E-8,0.0058601873,0.7685546699
2024-01-23,AAPL,AAPL,195.18,195,193.68,195.7599,194.68174966,39359164,2.4763414E-9,0.012763417,0.5635196461
2024-01-24,AAPL,AAPL,194.39,195.505,185.56,196.38,195.41473849,49073640,1.1923694E-8,0.0454505865,0.0941437342
2024-01-25,AAPL,AAPL,194.17,195.2,193.11,196.27,194.93106017,49473909,4.8554079E-9,0.0073160383,0.1249468138
2024-01-26,AAPL,AAPL,192.19,194.17,191.94,195.27,193.6069364,40908988,5.4039087E-9,0.0452235539,0.0098191349
2024-01-29,AAPL,AAPL,191.73,191.99,175.84,195.18,191.08344933,43446006,3.0213393E-8,0.0320505139,0.0716903821
2024-01-30,AAPL,AAPL,188.04,190.84,184.2,191.99,189.14584758,51957223,1.4052869E-8,0.0234686711,0.096067627
2024-01-31,AAPL,AAPL,184.4,187,184.33,187.16,185.54970291,50219173,2.4504037E-8,0.0734431779,0.0738608739
2024-02-01,AAPL,AAPL,186.86,183.9,183.82,192.6,185.88216187,48011810,2.0790823E-8,0.0546389875,0.0578416112
2024-02-02,AAPL,AAPL,185.85,179.96,179.2411,195.62,184.56237621,92893196,6.1960076E-8,0.0607360973,0.3562001692
2024-02-05,AAPL,AAPL,187.68,188.07,179.96,189.25,187.56762678,61362487,4.2799297E-8,0.041335132,0.0608149301
2024-02-06,AAPL,AAPL,189.3,186.85,170.69,196.33,188.27509784,39259483,1.0409485E-7,0.0710356772,0.049238952
2024-02-07,AAPL,AAPL,189.31,190.51,186.6573,191.05,189.40384573,47840521,5.0649587E-9,0.0259740471,0.2002498691
2024-02-08,AAPL,AAPL,188.32,189.34,187.35,189.54,188.20382429,37522476,2.2690183E-9,0.0961571481,0.1744133054
2024-02-09,AAPL,AAPL,188.85,188.75,182.68,195.92,188.93484799,42311520,1.1816851E-8,0.0045010923,0.1430122693
2024-02-12,AAPL,AAPL,187.15,188.35,182.23,188.67,187.79039846,38364265,6.3211905E-9,0.0988172829,0.1378790746
2024-02-13,AAPL,AAPL,185.04,185.81,183.51,194.724,185.08603571,46740545,2.0188288E-8,0.0765878331,0.0946854421
2024-02-14,AAPL,AAPL,184.15,185.3,175.46,194.8287,183.30714687,47208542,5.9271568E-8,0.0699810691,0.0083828503
2024-02-15,AAPL,AAPL,183.86,183.55,181.35,194.724,182.34941223,56382333,2.3249768E-8,0.028028972,0.0090802853
2024-02-16,AAPL,AAPL,182.12,183.43,181.665,189.3,182.80457134,43396976,1.5089328E-8,0.014825774,0.4044846292
2024-02-20,AAPL,AAPL,181.56,181.74,180,188.1749,180.86284183,45021439,1.5536543E-8,0.0618091352,0.1405831525
2024-02-21,AAPL,AAPL,182.32,182.05,180.66,185.8196,182.02213781,36199648,1.5285792E-8,0.0397194607,0.520482979
2024-02-22,AAPL,AAPL,184.37,183.5,182.125,192.53,183.54827567,47976333,1.6574625E-8,0.041597102,0.3087554271
2024-02-23,AAPL,AAPL,182.52,185,180.83,196,183.12155284,41837499,2.233617E-8,0.0198430381,0.0707987686
2024-02-26,AAPL,AAPL,181.16,182.26,179.41,185.8196,181.32546708,38262268,2.1859925E-8,0.0935436339,0.1676888392
2024-02-27,AAPL,AAPL,182.63,181.11,179.5,187.15,181.49469666,51522116,8.1260949E-8,0.0145451769,0.012118253
2024-02-28,AAPL,AAPL,181.42,182.51,179.96,189.0025,181.15294145,45801609,2.9048651E-8,0.0424765575,0.0115219683
2024-02-29,AAPL,AAPL,180.75,181.17,178.65,182.7201,180.67858278,114938278,6.3887165E-8,0.1064151547,0.4054176928
2024-03-01,AAPL,AAPL,179.66,179.6,177.38,184.7566,178.77155796,69463599,1.5656591E-8,0.0229881624,0.104149622
2024-03-04,AAPL,AAPL,175.1,175.84,172.87,181.65,174.75488949,75289890,3.8755973E-8,0.1199188206,0.1634049095
2024-03-05,AAPL,AAPL,170.12,170.79,169.62,185.8196,170.30230038,88217533,9.0004174E-8,0.0391202645,0.0292068122
2024-03-06,AAPL,AAPL,169.12,171,168.68,182.9765,169.5520269,61563658,5.2475909E-8,0.0604654428,0.0504850378
2024-03-07,AAPL,AAPL,169,169.09,168.47,193.15,169.3332699,64731956,2.0118642E-7,0.0603008484,0.17033285
2024-03-08,AAPL,AAPL,170.73,169,168.94,185.8196,171.61322935,73261121,2.6873961E-8,0.0067902176,0.3160815803
2024-03-11,AAPL,AAPL,172.75,173,170.12,189.00249,172.94243494,55301515,5.9870376E-8,0.0394794227,0.4225242762
2024-03-12,AAPL,AAPL,173.24,173.13,170.265,186.86,172.74983244,55449551,3.60694E-8,0.0570863384,0.5795026135
2024-03-13,AAPL,AAPL,171.13,172.81,168.84,182.7214,171.3213595,48792365,2.5528364E-8,0.0747012053,0.0085042541
2024-03-14,AAPL,AAPL,173,173,169.39,182.63,173.22457203,69214106,2.0826512E-8,0.0566926837,0.2153138631
2024-03-15,AAPL,AAPL,172.62,171,170.28,182.32,171.1658207,99902018,6.3438857E-8,0.1606423119,0.1164883334
2024-03-18,AAPL,AAPL,173.72,175.5,169.466364,186.75,176.16964348,70635887,4.1371758E-8,0.050250473,0.167757407
2024-03-19,AAPL,AAPL,176.08,174.09,169.47,192.58,175.23968343,51061627,1.3404477E-7,0.0309523284,0.1273114073
2024-03-20,AAPL,AAPL,178.67,175.5,174.9837,185.92,176.71307677,48811792,2.0637455E-8,0.0273164498,0.1202663566
2024-03-21,AAPL,AAPL,171.29,177,170.84,185.85,172.92246465,101518405,4.7113E-8,0.0680923569,0.0718099408
2024-03-22,AAPL,AAPL,172.28,171.65,170.06,183.86,172.03852306,65294694,3.6136559E-8,0.0402142709,0.101666625
2024-03-25,AAPL,AAPL,170.85,170.39,169.44,176.08,170.54659176,50764690,9.7242309E-9,0.0302881603,0.0790569316
2024-03-26,AAPL,AAPL,169.71,170,169.485,188.04,170.53080029,52392775,4.0222571E-8,0.031352285,0.2325103662
2024-03-27,AAPL,AAPL,173.31,170.35,169.71,176.08,172.3796204,55965227,1.1258395E-8,0.0230234958,0.0763571587
2024-03-28,AAPL,AAPL,171.29,171.7,169.466364,186.69,171.20576094,57021156,2.9461873E-8,0.0274985548,0.0864586791
2024-04-01,AAPL,AAPL,170.03,171,169.47,172.0662,170.01041502,41709105,7.1040909E-9,0.0940003601,0.2756443774
2024-04-02,AAPL,AAPL,168.84,169,168.23,182.63,168.89702721,43702113,3.0082099E-8,0.0545479013,0.1215361067
2024-04-03,AAPL,AAPL,169.65,168.75,168.46,175.1,170.01737557,43636351,7.0482164E-9,0.0365209722,0.0042187104
2024-04-04,AAPL,AAPL,168.82,170.33,168.82,171.94,170.49279374,51136898,6.331533E-9,0.0325528256,0.0683681899
2024-04-05,AAPL,AAPL,169.58,169.5,168.85,172.83,169.59834859,39539103,5.1097906E-9,0.033965668,0.2538427817
2024-04-08,AAPL,AAPL,168.45,168.99,168.24,171.325,168.75364483,35119100,5.2769731E-9,0.1500895757,0.2467977241
2024-04-09,AAPL,AAPL,169.67,168.7,168.35,170.08,169.02742145,40310302,5.5376285E-9,0.0345423269,0.6040613191
2024-04-10,AAPL,AAPL,167.78,168.85,167.11,170.075,167.99285612,47405047,4.887001E-9,0.113544116,0.1023684839
2024-04-11,AAPL,AAPL,175.04,168.25,167.75,175.46,171.66550203,86457574,3.0634553E-8,0.0888495406,0.1010149651
2024-04-12,AAPL,AAPL,176.55,174.25,168.1,178.36,176.28986477,97461321,2.1365551E-8,0.0006997087,0.348390516
2024-04-15,AAPL,AAPL,172.69,175.44,172.49,186.68,174.61146852,67874060,2.9991686E-8,0.0106249999,0.2856127776
2024-04-16,AAPL,AAPL,169.38,171.7,168.27,189.3,170.13066281,69579108,6.4346486E-8,0.0252005478,0.3588727647
2024-04-17,AAPL,AAPL,168,169.5,167.99,170.66,169.29428789,47819819,4.7436766E-9,0.066263258,0.0033365558
2024-04-18,AAPL,AAPL,167.04,168,166.5,169.62,167.58273529,38733043,7.4660866E-9,0.0638355284,0.0229496273
2024-04-19,AAPL,AAPL,165,166,164.07,181.475,165.1394654,63466819,4.9124947E-8,0.088989376,0.0168932699
2024-04-22,AAPL,AAPL,165.84,165.5,164.77,173.7699,165.78777121,45248657,2.0545603E-8,0.071437228,0.3507169871
2024-04-23,AAPL,AAPL,166.9,165.26,164.92,182.31,166.39855828,42730859,4.4850045E-8,0.0178332146,0.1216818175
2024-04-24,AAPL,AAPL,169.02,166.46,166.21,172.612,168.22762143,44835096,1.2030661E-8,0.0024869252,0.1591419908
2024-04-25,AAPL,AAPL,169.89,169.6,164.28,182.32,169.21293765,47178740,5.2454186E-8,0.0159779588,0.0480211493
2024-04-26,AAPL,AAPL,169.3,169.86,169.18,171.34,170.31141935,41987969,3.3972638E-9,0.0347761263,0.1149880909
2024-04-29,AAPL,AAPL,173.5,173.37,169.3,176.03,174.60034313,61682059,1.0036253E-8,0.0907730867,0.7154518623
2024-04-30,AAPL,AAPL,170.33,173.23,166.725,174.99,173.45919643,60327803,1.6637218E-8,0.0172959769,0.1556722419
2024-05-01,AAPL,AAPL,169.3,169.8,165.84,174.46,171.05713626,47241472,1.6235625E-8,0.0386060735,0.2633645479
2024-05-02,AAPL,AAPL,173.03,172.43,169.3,173.97,172.22783838,62300130,1.3921829E-8,0.0833452075,0.0477284349
2024-05-03,AAPL,AAPL,183.38,186.65,165.94,187,184.64466263,142812236,1.0056767E-7,0.1296092776,0.1719185982
2024-05-06,AAPL,AAPL,181.71,182.28,169.3,188.85,181.95753192,74659525,4.8075829E-8,0.0402918389,0.0518898113
2024-05-07,AAPL,AAPL,182.4,183.49,170.94,184.9,182.83440547,65754819,6.8800513E-8,0.0607832104,0.0495609158
2024-05-08,AAPL,AAPL,182.74,182.71,170.2495,185.17,182.31255535,41857014,4.3470278E-8,0.0341765262,0.2596648787
2024-05-09,AAPL,AAPL,184.57,182.5,165.84,184.67,183.82419563,45602874,7.4519805E-8,0.0275203395,0.2882638205
2024-05-10,AAPL,AAPL,183.05,184.87,168.84,185.09,182.98917785,47335963,6.692202E-8,0.0000459485,0.3315635452
2024-05-13,AAPL,AAPL,186.28,185.3,184.61,187.1,186.12091331,64774666,4.3722232E-9,0.0716288214,0.143936761
2024-05-14,AAPL,AAPL,187.43,187.79,169.12,188.31,187.11134963,44921719,8.6741428E-8,0.0186224582,0.1845087171
2024-05-15,AAPL,AAPL,189.72,188,187.24,190.65,189.71548907,64802455,1.7884356E-8,0.0543394926,0.4930724073
2024-05-16,AAPL,AAPL,189.78,190.5,189.66,191.1,190.2178393,47138795,4.689552E-9,0.0738666583,0.3289371311
2024-05-17,AAPL,AAPL,189.87,189.84,169.89,190.81,189.93862202,37317430,7.1457219E-8,0.1263358598,0.2797107983
2024-05-20,AAPL,AAPL,191.1,189.35,189.01,191.92,191.22245167,39367397,7.2117852E-9,0.0824914976,0.0984105122
2024-05-21,AAPL,AAPL,192.35,191.09,189.14,194.84,192.23666133,39514416,4.0854273E-9,0.116486283,0.222904093
2024-05-22,AAPL,AAPL,190.9,192.36,182.4879,192.83,191.81754849,32003319,1.9749527E-8,0.018353807,0.2087713117
2024-05-23,AAPL,AAPL,186.88,190.98,186.62,195.89,188.74986762,46092221,1.8727006E-8,0.0976750804,0.0096192519
2024-05-24,AAPL,AAPL,189.98,188.82,175.1,191.35,189.73763911,34095197,4.2568658E-8,0.0959234636,0.0542735237
2024-05-28,AAPL,AAPL,189.99,191.44,165.84,193,191.0836608,47046772,1.4131489E-7,0.0433459642,0.5374385256
2024-05-29,AAPL,AAPL,190.29,189.51,188.26,192.42,191.4431627,50057857,1.2540057E-8,0.071958407,0.1918569396
2024-05-30,AAPL,AAPL,191.29,190.68,182.96,192.18,191.45990937,45752011,1.5195163E-8,0.0357033252,0.151649068
2024-05-31,AAPL,AAPL,192.25,191.35,168,194.83,191.13168646,64650647,1.0515791E-7,0.0542698319,0.3687252996
2024-06-03,AAPL,AAPL,194.03,193,168.82,194.99,193.86613779,47209725,5.8002386E-8,0.0882019228,0.2698253802
2024-06-04,AAPL,AAPL,194.35,194.79,173.87,195.32,194.23847506,43323628,5.8181268E-8,0.1078142757,0.0229732889
2024-06-05,AAPL,AAPL,195.87,195.5,189.87,196.94,195.82025859,50434365,1.0685443E-8,0.054127961,0.1851204608
2024-06-06,AAPL,AAPL,194.48,195.59,183.05,196.5,195.58387244,38249099,6.0076528E-8,0.0192289749,0.1268319084
2024-06-07,AAPL,AAPL,196.89,194.7,167.7118,197.9,195.77745634,50331254,1.9371614E-7,0.0191481869,0.2158993301
2024-06-10,AAPL,AAPL,193.12,196.89,169.65,197.3,194.74632268,90841017,5.3396719E-8,0.0405373313,0.0974304246
2024-06-11,AAPL,AAPL,207.15,193.67,188.04,207.16,202.74487298,164021356,6.7525691E-8,0.0460675915,0.4424505338
2024-06-12,AAPL,AAPL,213.07,207.4,193.67,220.2,215.70653024,188810700,2.222827E-7,0.0267632765,0.2131304374
2024-06-13,AAPL,AAPL,214.24,214.81,191.44,216.75,213.91487664,90491210,7.9193343E-8,0.0041865203,0.1049802047
2024-06-14,AAPL,AAPL,212.49,213.88,193.12,215.5599,212.88096579,64686880,3.5724764E-8,0.0278760731,0.0677049282
2024-06-17,AAPL,AAPL,216.67,213.26,207.15,220.1,216.41714817,89258619,2.2016024E-8,0.00403446,0.2102453368
2024-06-18,AAPL,AAPL,214.29,217.55,191.3501,218.6392,214.7136992,75641763,5.0447938E-7,0.0135744611,0.5142888497
2024-06-20,AAPL,AAPL,209.68,214.02,187.7863,216.735,210.70491751,79885810,4.4293712E-8,0.0610980543,0.5323872091
2024-06-21,AAPL,AAPL,207.49,210.31,191.29,215.835,210.39693034,187956921,6.2149383E-8,0.1333639864,0.3268104138
2024-06-24,AAPL,AAPL,208.14,207.7,192.25,213.7664,209.93444577,72391155,2.6568884E-8,0.0958633228,0.1323428151
2024-06-25,AAPL,AAPL,209.07,209.08,191.27,217.546,209.93908327,51779404,8.4409172E-8,0.0009156669,0.1168353286
2024-06-26,AAPL,AAPL,213.25,211.57,186.88,214.86,213.21427195,60424735,1.3576961E-7,0.0664038467,0.205334018
2024-06-27,AAPL,AAPL,214.1,214.71,207.4,215.7395,213.70650043,47280832,7.8880105E-9,0.0678612609,0.0317128472
2024-06-28,AAPL,AAPL,210.62,215.97,209.68,216.81,213.83890522,71704202,1.3953674E-8,0.0020098369,0.0279153775
2024-07-01,AAPL,AAPL,216.75,212,210.62,217.51,215.25355164,57663736,1.54636E-8,0.018321323,0.1377584805
2024-07-02,AAPL,AAPL,220.27,216,193.12,220.38,219.11218336,55283199,5.9748962E-8,0.0265133778,0.0910248711
2024-07-03,AAPL,AAPL,221.55,220,218.82,221.55,220.39770074,35772054,5.7435008E-8,0.1214260406,0.4096859503
2024-07-05,AAPL,AAPL,226.34,221.65,214.24,226.45,224.69599916,56896141,1.7510269E-8,0.0290040793,0.2981250326
2024-07-08,AAPL,AAPL,227.82,227.1,215.065,227.85,226.04371043,54883112,3.1554667E-8,0.0371197956,0.0964564846
2024-07-09,AAPL,AAPL,228.68,228,212.4862,229.4,228.07617205,45953076,3.4880965E-8,0.0331457643,0.1346197964
2024-07-10,AAPL,AAPL,232.98,229.27,209.07,233.08,231.32847297,59745386,7.2305698E-8,0.0933728491,0.0210235828
2024-07-11,AAPL,AAPL,227.57,231.39,213.9292,232.98,228.28000257,61715854,4.5642842E-8,0.0079335381,0.0635612019
2024-07-12,AAPL,AAPL,230.54,229.07,214.1,232.64,231.26688153,49040046,2.9536365E-8,0.0248259406,0.1067355639
2024-07-15,AAPL,AAPL,234.4,236.61,212.0345,237.23,235.01739645,54113202,1.7236055E-7,0.0003917917,0.3457365556
2024-07-16,AAPL,AAPL,234.82,235,213.07,236.27,234.2162768,39336306,4.9355781E-8,0.080859767,0.0516270697
2024-07-17,AAPL,AAPL,228.88,229.48,210.89,234.8983,228.6612402,52260162,4.4111106E-8,0.0181460061,0.0503021604
2024-07-18,AAPL,AAPL,224.18,230.11,221.65,230.44,225.24633469,58432445,1.7141335E-8,0.0143335853,0.3277432866
2024-07-19,AAPL,AAPL,224.31,225,216.39,235.61,224.74253261,45581450,1.0553457E-7,0.0545166147,0.3244982735
2024-07-22,AAPL,AAPL,223.96,227,223.09,234.3,225.10938077,43005182,1.9854521E-8,0.0160906482,0.2392897465
2024-07-23,AAPL,AAPL,225.01,224.34,195.2699,227.01,225.14536687,34469114,1.7822045E-7,0.0602239847,0.3985307085
2024-07-24,AAPL,AAPL,218.54,224.1,217.13,235.6092,219.10946519,56068702,4.6899523E-8,0.0293606678,0.0578720271
2024-07-25,AAPL,AAPL,217.49,218.97,214.6106,226.67,218.28511435,48472182,6.7767689E-8,0.0263239635,0.228052604
2024-07-26,AAPL,AAPL,217.96,218.66,216.01,225.29,218.0572384,38111697,1.8792811E-8,0.056913512,0.0813657117
2024-07-29,AAPL,AAPL,218.24,217.22,215.75,219.3,217.97237579,34022241,1.1512524E-8,0.027167074,0.3702846731
2024-07-30,AAPL,AAPL,218.8,218.99,216.118,230.54,218.20752876,38445896,1.9482941E-8,0.0029563598,0.089211014
2024-07-31,AAPL,AAPL,222.08,221.56,218.8,224.18,222.56666352,43825621,1.1212653E-8,0.0144075424,0.1523117804
2024-08-01,AAPL,AAPL,218.36,224.3,217,224.44,219.98975365,52370050,1.6326847E-8,0.0499940122,0.0003711571
2024-08-02,AAPL,AAPL,219.86,219.15,192.35,229.13,222.70949037,90623847,8.8961682E-8,0.0087697494,0.0320049328
2024-08-05,AAPL,AAPL,209.27,199,196,224,208.73598813,106810820,2.4425965E-6,0.072175182,0.4485021773
2024-08-06,AAPL,AAPL,207.23,205.1,201.06,224.31,206.60297719,59900237,3.8597645E-8,0.0136462031,0.1839597656
2024-08-07,AAPL,AAPL,209.82,206.8,206.39,217.83,211.60027588,51198460,5.2093186E-8,0.0420738571,0.2795673836
2024-08-08,AAPL,AAPL,213.31,213,208.5,218.1007,212.31549964,42052856,2.559545E-8,0.0171236103,0.0802501409
2024-08-09,AAPL,AAPL,216.24,212.04,207.23,217.7831,214.9702103,37907961,1.8144049E-8,0.0285212627,0.1166838335
2024-08-12,AAPL,AAPL,217.53,216,204.75,224.8924,217.80938768,35286502,4.410983E-8,0.04551266,0.4892333841
2024-08-13,AAPL,AAPL,221.27,219.16,204.75,221.89,220.95326831,36837735,5.9670482E-8,0.0145195436,0.1205353801
2024-08-14,AAPL,AAPL,221.72,220.42,219.16,223.3767,221.61110311,35635499,7.9050077E-9,0.0193696056,0.0118877317
2024-08-15,AAPL,AAPL,224.72,224.86,206.593,225.35,224.49416738,42480315,7.3143592E-8,0.1012957412,0.0141813242
2024-08-16,AAPL,AAPL,226.05,224,205.1,226.83,225.21809132,38027926,8.2662966E-8,0.051823437,0.2887874368
2024-08-19,AAPL,AAPL,225.89,225.47,213.31,225.99,224.43165647,36318758,3.7318875E-8,0.0630368981,0.5497623713
2024-08-20,AAPL,AAPL,226.51,225.9,201,227.18,226.46846464,26155159,2.4152722E-7,0.0217336977,0.0208300312
2024-08-21,AAPL,AAPL,226.4,226.49,206.82,227.98,226.52085565,29390830,9.7748623E-8,0.0253593016,0.0964309108
2024-08-22,AAPL,AAPL,224.53,227.59,208.6,228.34,225.96889415,34911021,3.1579965E-8,0.0093935711,0.0309983728
2024-08-23,AAPL,AAPL,226.84,225.7,209.07,228.22,226.42050999,34311291,5.5832732E-8,0.0088169464,0.2208574328
2024-08-26,AAPL,AAPL,227.18,226.84,218.24,227.29,225.47806111,26307009,1.0694388E-8,0.0492160805,0.1713658342
2024-08-27,AAPL,AAPL,228.03,226.08,207.72,228.85,227.90980702,28491238,6.9246612E-8,0.0590454831,0.2272869791
2024-08-28,AAPL,AAPL,226.21,227.91,216.24,229.86,227.56433678,38166886,2.3092426E-8,0.0512761811,0.0189502803
2024-08-29,AAPL,AAPL,229.79,230,208.07,232.9288,231.42692881,48492387,7.1842279E-8,0.0036676614,0.1141788546
2024-08-30,AAPL,AAPL,229,230,221.1964,230.42,228.75910607,48106244,1.7129002E-8,0.0375113405,0.4787013604
2024-09-03,AAPL,AAPL,222.77,228.53,216,229.01,224.01136697,44634301,3.0387221E-8,0.079322599,0.002344927
2024-09-04,AAPL,AAPL,220.85,221.7,217.47,228.53,219.59312339,40793974,2.6572417E-8,0.0971584988,0.1684686471
2024-09-05,AAPL,AAPL,222.38,221.74,215.2334,230.9588,223.35203256,32455149,2.9667983E-8,0.0492099513,0.282863257
2024-09-06,AAPL,AAPL,220.82,223.89,219.77,230.9588,221.75592104,43534880,2.7610346E-8,0.0575652929,0.0748528976
2024-09-09,AAPL,AAPL,220.91,220.82,216.71,227.18,219.02623659,63017474,1.7655025E-8,0.0362912159,0.3653661054
2024-09-10,AAPL,AAPL,220.11,218.86,216.73,231.84,219.38391656,48977647,2.5733072E-8,0.0243041498,0.0204083333
2024-09-11,AAPL,AAPL,222.66,221.29,217.31,224.69,220.32173835,38645371,2.1734284E-8,0.066130986,0.3145194893
2024-09-12,AAPL,AAPL,222.77,222.27,209.27,229.35,222.249583,35537857,3.2769948E-8,0.0434120433,0.0772873626
2024-09-13,AAPL,AAPL,222.5,223.73,219.44,224.04,223.10405081,33306983,1.885852E-8,0.0326480174,0.2249458123
2024-09-16,AAPL,AAPL,216.32,216.53,212.6463,223.2,215.79748339,53802023,3.8481881E-8,0.1325289195,0.3952019979
2024-09-17,AAPL,AAPL,216.79,215.79,214.5,230.54,216.0482403,42535276,2.4363858E-8,0.0727863103,0.0603842563
2024-09-18,AAPL,AAPL,220.69,217.59,216.2791,230.9588,220.5041397,56254764,3.4909956E-8,0.0197182632,0.2782575384
2024-09-19,AAPL,AAPL,228.87,225.01,209.07,229.82,228.40308038,62826888,4.5361282E-8,0.0107810533,0.1234780373
2024-09-20,AAPL,AAPL,228.2,230,216.65,233.1,230.63036908,222490962,5.1250879E-8,0.1488821568,0.3692650198
2024-09-23,AAPL,AAPL,226.47,227.5,225.81,229.45,227.53884657,43577888,1.4387749E-8,0.0276706636,0.1477540422
2024-09-24,AAPL,AAPL,227.37,228.64,222.43,229.35,227.05442174,32776251,9.7094217E-9,0.0466172015,0.3192859155
2024-09-25,AAPL,AAPL,226.37,225,220.11,227.29,225.77126952,37297828,1.1627542E-8,0.0988478184,0.1336939102
2024-09-26,AAPL,AAPL,227.52,227.31,220.2501,231.11,227.177352,32951053,1.7355083E-8,0.0050655523,0.145861368
2024-09-27,AAPL,AAPL,227.79,228.56,220.56,229.53,228.26019261,30223009,1.4415554E-8,0.0582819757,0.0985980049
2024-09-30,AAPL,AAPL,232.9,230,224.86,233,231.7096118,47530300,3.4575477E-8,0.0143965295,0.209724087
2024-10-01,AAPL,AAPL,226.21,229.5,221.5,233,225.53930549,56539434,2.5348499E-8,0.1312019532,0.1140981233
2024-10-02,AAPL,AAPL,226.78,225.95,222.42,233,226.0183208,30962680,1.719083E-8,0.07751892,0.6851954851
2024-10-03,AAPL,AAPL,225.67,225.09,223.32,226.8683,224.81812266,31344010,1.1610672E-8,0.1271516537,0.139142745
2024-10-04,AAPL,AAPL,226.8,227.89,208.14,233,225.34006327,32429582,3.5584662E-8,0.0519453816,0.297406012
2024-10-07,AAPL,AAPL,221.69,224.5,221.1964,225.8896,224.22046744,33848271,1.0536745E-8,0.1432241801,0.2326381689
2024-10-08,AAPL,AAPL,225.74,224.29,223.25,227.89,225.01672968,27553600,9.1647239E-9,0.0760214382,0.1736879057
2024-10-09,AAPL,AAPL,229.54,225.14,224.825,229.75,228.05396221,30766379,5.317626E-9,0.0010483434,0.2803324379
2024-10-10,AAPL,AAPL,229.04,227.79,224.5,231.9298,228.31362534,25612926,8.2561068E-9,0.1249393838,0.3084341311
2024-10-11,AAPL,AAPL,227.46,229.32,209.68,229.5,228.14907378,29137341,4.0179018E-8,0.0418446247,0.0027411343
2024-10-14,AAPL,AAPL,231.3,228.71,227.09,231.73,230.35910491,32155576,1.9709309E-8,0.0035213013,0.2077149068
2024-10-15,AAPL,AAPL,233.85,233.59,208.46,237.49,235.15487962,56077638,6.5299369E-8,0.0090011915,0.0591454076
2024-10-16,AAPL,AAPL,231.78,231.52,225.58,232.1252,230.79009469,31816390,8.489816E-9,0.1181040674,0.1202567018
2024-10-17,AAPL,AAPL,232.15,233.75,230.52,233.85,231.96061492,27409553,1.5759427E-8,0.0792251928,0.4052524252
2024-10-18,AAPL,AAPL,235,236,226.78,236.55,235.08104679,40881857,1.9418986E-8,0.2455569746,0.1287709369
2024-10-21,AAPL,AAPL,236.48,234.67,234.51,236.85,235.82230009,30921482,5.290902E-9,0.0715334087,0.3288408632
2024-10-22,AAPL,AAPL,235.86,233.84,220.85,236.22,234.3627048,30909559,3.6096728E-8,0.08952359,0.0689942681
2024-10-23,AAPL,AAPL,230.76,234.37,225.265,236.48,231.7046041,47833295,2.6257096E-8,0.0576785993,0.0812498472
2024-10-24,AAPL,AAPL,230.57,230,225.16,236.48,229.89015384,27827794,2.0893577E-8,0.1147473016,0.0645714923
2024-10-25,AAPL,AAPL,231.41,229.78,223.88,234.9,232.03014896,35468033,2.2029402E-8,0.0818710749,0.1307692999
2024-10-28,AAPL,AAPL,233.4,233.36,220.69,235.355,233.75278713,29735096,2.3796635E-8,0.0194806895,0.243238685
2024-10-29,AAPL,AAPL,233.67,233.4,229.95,234.965,233.51498275,27945416,9.7911532E-9,0.1001702458,0.4164014685
2024-10-30,AAPL,AAPL,230.1,232.62,229.54,235.215,231.16686825,40811719,8.9778732E-9,0.1335280987,0.2508446395
2024-10-31,AAPL,AAPL,225.91,229.47,225.36,229.83,227.53055616,49103568,1.1199925E-8,0.0039729191,0.1105639241
2024-11-01,AAPL,AAPL,223.29,220.85,220.27,233.67,222.70469576,57690661,4.5261902E-8,0.063455717,0.1600288426
2024-11-04,AAPL,AAPL,222.01,221.15,219.71,235.65,221.60341291,38339444,3.8017731E-8,0.0411033594,0.3133217084
2024-11-05,AAPL,AAPL,223.45,221.99,221.14,223.95,222.94700671,26126091,1.2925179E-8,0.0041743121,0.0633429353
2024-11-06,AAPL,AAPL,222.72,222.57,220.82,236,224.24354793,49022770,2.7422929E-8,0.0936329401,0.007747029
2024-11-07,AAPL,AAPL,227.48,224.66,222.01,230.9961,226.52548325,39159874,1.9959599E-8,0.0609742349,0.0565496854
2024-11-08,AAPL,AAPL,226.96,227.14,222.545,228.99,227.27748344,35282601,1.5101386E-8,0.1287296256,0.0847483655
2024-11-11,AAPL,AAPL,224.23,224.99,221.39,234.7997,223.19991721,37713088,4.9713326E-8,0.0925815023,0.2835189562
2024-11-12,AAPL,AAPL,224.23,224.5,208.14,230.1,224.41043259,33887588,4.3573941E-8,0.0527688642,0.186700349
2024-11-13,AAPL,AAPL,225.12,224.01,217.82,227.285,224.85019051,37870615,1.7340454E-8,0.0278337549,0.0209325401
